LAT,LONG,YEAR,DATE-Old,DATE-New,WATERBODY,Length_m,Surface_Area_m2,Brook_Trout,Brook_Trout_Hatchery,Brown_Trout,Brown_Trout_Hatchery,Rainbow_Trout,Rainbow_Trout_Hatchery,COMMENTS
43.263781,-72.227356,2002,0,07/04/02,Cold River,0,0,0,0,0,0,0,0,0
43.167904,-72.350053,2002,0,07/04/02,Cold River,0,0,0,0,0,0,NE,0,0
42.971302,-72.216217,2002,0,07/04/02,Otter Brook,0,0,0,0,0,0,0,0,0
42.80719,-72.527746,2002,0,07/04/02,Ash Swamp Brook,0,0,0,0,0,0,0,0,0
42.772091,-71.806118,2002,0,07/04/02,Souhegan River,0,0,0,0,NE,0,NE,0,0
43.969032,-71.643993,2002,0,07/04/02,Johnson Brook,0,0,NE,0,0,0,0,0,0
43.228306,-71.661672,2002,0,07/04/02,Dolf Brook,0,0,0,0,0,0,0,0,0
43.110212,-71.759093,2002,0,07/04/02,Piscataquog,0,0,0,0,0,0,0,0,0
42.855446,-71.699339,2002,0,07/04/02,Purgatory Brook,0,0,0,0,0,0,0,0,0
42.754087,-71.332431,2002,0,07/04/02,Beaver Brook,0,0,0,0,0,0,0,0,0
43.549871,-71.061328,2002,0,07/04/02,Churchill Brook,0,0,NE,0,0,0,0,0,0
43.3118,-71.078044,2002,0,07/04/02,Berry Brook,0,0,0,0,0,0,0,0,0
43.186762,-71.138334,2002,0,07/04/02,North River,0,0,0,0,0,0,0,0,0
42.850324,-71.213992,2002,0,07/04/02,Unnamed Brook,0,0,0,0,0,0,0,0,0
43.997297,-71.330013,2002,0,07/04/02,Swift River,0,0,NE,0,0,0,0,0,0
43.750805,-71.193587,2002,0,07/04/02,Dan Hole River,0,0,0,0,0,0,0,0,0
44.415469,-71.105074,2003,0,07/04/03,Peabody Brook,0,0,NE,0,0,0,0,0,0
44.798505,-71.109017,2003,0,07/04/03,Unnamed stream,0,0,NE,0,0,0,0,0,0
44.365002,-71.618263,2003,0,07/04/03,Bog Brook,0,0,NE,0,0,0,0,0,0
44.30675,-71.758533,2003,0,07/04/03,Ammonoosuc River,0,0,0,0,0,0,0,0,0
43.784569,-72.193519,2003,0,07/04/03,Hewes Brook,0,0,NE,0,0,0,0,0,0
45.059903,-71.439044,2003,0,07/04/03,Indian Stream,0,0,0,0,0,0,0,0,0
43.34759,-72.123253,2003,0,07/04/03,Trask Brook,0,0,NE,0,0,0,0,0,0
43.207938,-72.191158,2003,0,07/04/03,Dodge Brook,0,0,NE,0,0,0,0,0,0
42.827767,-72.178267,2003,0,07/04/03,Mill Brook,0,0,0,0,0,0,0,0,0
43.988828,-71.639951,2003,0,07/04/03,Eastman Brook,0,0,NE,0,0,0,0,0,0
43.921243,-71.682461,2003,0,07/04/03,Hubbard Brook,0,0,NE,0,0,0,0,0,0
43.692075,-71.63072,2003,0,07/04/03,Ames Brook,0,0,NE,0,0,0,0,0,0
43.540779,-71.992969,2003,0,07/04/03,Smith Brook,0,0,NE,0,0,0,0,0,0
43.441319,-71.506966,2003,0,07/04/03,Tioga River,0,0,NE,0,0,0,0,0,0
43.368351,-71.251556,2003,0,07/04/03,Webster Stream,0,0,0,0,0,0,0,0,0
43.184273,-71.563876,2003,0,07/04/03,Turkey River,0,0,0,0,0,0,0,0,0
42.900371,-71.935136,2003,0,07/04/03,Contoocook River,0,0,0,0,NE,0,0,0,0
42.905465,-71.503446,2003,0,07/04/03,Riddle Brook,0,0,0,0,0,0,0,0,0
42.729544,-71.633303,2003,0,07/04/03,Rocky Pond Brook,0,0,0,0,0,0,0,0,0
43.107002,-71.259569,2003,0,07/04/03,Hartford Brook,0,0,0,0,0,0,0,0,0
43.168691,-71.229733,2003,0,07/04/03,Lamprey River,0,0,0,0,0,0,0,0,0
43.480611,-71.001744,2003,0,07/04/03,Branch River,0,0,0,0,0,0,0,0,0
43.003494,-70.870808,2003,0,07/04/03,Winnicut River,0,0,0,0,0,0,0,0,0
42.995185,-70.846359,2003,0,07/04/03,Cornelius Brook,0,0,0,0,0,0,0,0,0
44.190599,-71.129443,2003,0,07/04/03,East Branch Saco River,0,0,NE,0,0,0,0,0,0
44.158251,-71.024542,2003,0,07/04/03,Langdon Brook,0,0,NE,0,0,0,0,0,0
43.904354,-71.2894,2003,0,07/04/03,Paugus Brook,0,0,NE,0,0,0,0,0,0
43.683846,-71.090054,2003,0,07/04/03,Poland Brook,0,0,NE,0,0,0,0,0,0
43.515868,-72.37653,2004,0,07/04/04,Blow Me Down Brook,0,0,0,0,0,0,0,0,0
42.735503,-72.23282,2004,0,07/04/04,Tully Brook,0,0,NE,0,0,0,0,0,0
43.242351,-72.424472,2004,0,07/04/04,Clay Brook,0,0,NE,0,0,0,0,0,0
42.731124,-72.428296,2004,0,07/04/04,Pauchaug Brook,0,0,NE,0,0,0,0,0,0
44.30547,-71.755933,2004,0,07/04/04,Baker River,0,0,NE,0,0,0,0,0,0
44.26894,-71.471175,2004,0,07/04/04,Ammonoosuc River,0,0,NE,0,0,0,0,0,0
44.871195,-71.342791,2004,0,07/04/04,Mohawk River,0,0,NE,0,0,0,0,0,0
44.813135,-71.571988,2004,0,07/04/04,Cone Brook,0,0,NE,0,NE,0,NE,0,0
42.826316,-71.104165,2004,0,07/04/04,Little River,0,0,0,0,0,0,0,0,0
44.866375,-71.161006,2005,0,07/04/05,Dead Diamond River,0,0,NE,0,0,0,0,0,0
44.942544,-71.085314,2005,0,07/04/05,Swift Diamond River,0,0,0,0,0,0,0,0,0
44.121781,-71.931848,2005,0,07/04/05,Wild Ammonoosuc,0,0,0,0,0,0,0,0,0
44.201151,-71.962819,2005,0,07/04/05,Pettyboro Brook,0,0,NE,0,0,0,0,0,0
44.481128,-71.541147,2005,0,07/04/05,Otter Brook,0,0,0,0,0,0,0,0,0
42.938824,-71.727872,2005,0,07/04/05,Lords Brook,0,0,NE,0,0,0,0,0,0
44.041872,-71.551617,2005,0,07/04/05,Hancock Branch East,0,0,NE,0,0,0,0,0,0
42.710607,-71.772573,2005,0,07/04/05,Walker Brook,0,0,NE,0,0,0,0,0,0
43.003514,-71.718142,2005,0,07/04/05,M. Branch Piscataquog,0,0,0,0,NE,0,0,0,0
43.145802,-71.156806,2005,0,07/04/05,Bean River,0,0,0,0,0,0,0,0,0
43.0343,-70.9681,1983,19830721,07/21/83,Piscassic River,0,0,0,0,0,0,0,0,0
43.0343,-70.9681,1983,19830722,07/22/83,Piscassic River,0,0,0,0,0,0,0,0,0
43.0343,-70.9681,1983,19830723,07/23/83,Piscassic River,0,0,0,0,0,0,0,0,0
43.0343,-70.9681,1983,19830725,07/25/83,Piscassic River,0,0,0,0,0,0,0,0,0
43.0385,-71.1847,1983,19830801,08/01/83,Lamprey River,0,0,0,0,0,0,0,0,0
43.132,-72.3896,1983,19830816,08/16/83,Cold River,0,0,0,0,7,0,1,0,0
43.1421,-71.2318,1983,19830824,08/24/83,Lamprey River,0,0,0,0,0,0,0,0,0
43.1421,-71.2318,1983,19830824,08/24/83,Lamprey River,0,0,0,0,0,0,0,0,0
43.1498,-71.0671,1983,19830824,08/24/83,Little River ,0,0,0,0,0,0,0,0,0
43.1326,-71.1114,1983,19830824,08/24/83,North River,0,0,0,0,0,0,0,0,0
43.1326,-71.1114,1983,19830824,08/24/83,North River,0,0,0,0,0,0,0,0,0
43.0627,-71.2274,1983,19830830,08/30/83,Lamprey River,0,0,0,0,0,0,0,0,0
42.9938,-72.1363,1983,19830906,09/06/83,Osgood Brook,0,0,11,0,0,0,0,0,0
42.8725,-72.0279,1983,19830906,09/06/83,Stanley Brook,0,0,19,0,0,0,0,0,0
43.0202,-72.0778,1983,19830907,09/07/83,Bailey Brook,0,0,13,0,0,0,0,0,0
42.8763,-72.5289,1983,19830907,09/07/83,Gulf Brook,0,0,28,0,0,0,0,0,0
43.0189,-72.1989,1983,19830907,09/07/83,Spaulding Brook,0,0,25,0,0,0,0,0,0
42.9916,-72.4445,1983,19830908,09/08/83,Mill Brook,0,0,0,0,1,0,0,0,0
42.9723,-72.4636,1983,19830908,09/08/83,Partridge Brook,0,0,0,0,0,0,0,0,0
42.9891,-70.9767,1983,19830909,09/09/83,Little River,0,0,0,0,0,0,0,0,0
42.9908,-72.1965,1983,19830913,09/13/83,Otter Brook,0,0,0,0,1,0,0,0,0
43.0923,-72.1997,1983,19830914,09/14/83,Ashuelot River,0,0,0,0,0,0,0,0,0
42.8616,-72.335,1983,19830914,09/14/83,California Brook,0,0,0,0,0,0,0,0,0
42.9374,-72.2414,1983,19830914,09/14/83,Otter Brook,0,0,0,0,0,0,0,0,0
42.8658,-72.1883,1983,19830914,09/14/83,Shaker Brook,0,0,46,0,1,0,0,0,0
43.0525,-72.329,1983,19830915,09/15/83,Ashuelot River,0,0,0,0,0,0,0,0,0
42.7596,-72.3262,1983,19830915,09/15/83,Brickyard Brook,0,0,7,0,0,0,0,0,0
42.9614,-70.9562,1983,19830915,09/15/83,Exeter River,0,0,0,0,0,0,0,0,0
42.7586,-72.3508,1983,19830915,09/15/83,Roaring Brook,0,0,3,0,0,0,0,0,0
43.0362,-70.848,1983,19830915,09/15/83,Winnicut River,0,0,0,0,0,0,0,0,0
42.9126,-72.0356,1983,19830916,09/16/83,Brush Brook,0,0,32,0,0,0,0,0,0
42.8404,-71.9927,1983,19830916,09/16/83,Town Farm Brook,0,0,14,0,0,0,0,0,0
42.97,-71.0003,1983,19830920,09/20/83,Winnicut River,0,0,0,0,0,0,0,0,0
42.8304,-72.0842,1983,19830922,09/22/83,Mead Brook,0,0,0,0,0,0,0,0,0
42.735,-71.9489,1983,19830922,09/22/83,Millers River,0,0,0,0,0,0,0,0,0
42.8192,-72.0559,1983,19830922,09/22/83,Mountain Brook,0,0,0,0,0,0,0,0,0
42.8182,-72.0034,1983,19830926,09/26/83,Contoocook River,0,0,0,0,0,0,0,0,0
42.8321,-72.2871,1983,19830926,09/26/83,Perry Brook,0,0,0,0,0,0,0,0,0
42.8503,-72.258,1983,19830926,09/26/83,South Branch Ashuelot River,0,0,0,0,0,0,0,0,0
42.781,-72.2676,1983,19830928,09/28/83,Rice Brook,0,0,42,0,5,0,0,0,0
42.8917,-70.9903,1983,19830929,09/29/83,Powwow River,0,0,0,0,0,0,0,0,0
42.9503,-70.9601,1983,19831005,10/05/83,Great Brook ,0,0,0,0,0,0,0,0,0
43.0358,-70.8477,1984,19840808,08/08/84,Winnicut River,0,0,0,0,0,0,0,0,0
42.7847,-71.3123,1984,19840814,08/14/84,Golden Brook,0,0,0,0,0,0,0,0,0
43.1082,-71.2624,1984,19840814,08/14/84,Hartford Brook,0,0,0,0,0,0,0,0,0
43.1082,-71.2624,1984,19840814,08/14/84,Hartford Brook,0,0,0,0,0,0,0,0,0
43.0214,-71.3265,1984,19840820,08/20/84,Murry Mill Brook,0,0,0,0,0,0,0,0,0
42.8977,-71.3891,1984,19840821,08/21/84,Little Cohas Brook,0,0,0,0,0,0,0,0,0
43.5687,-72.2715,1984,19840822,08/22/84,Bloods Brook,0,0,1,0,0,0,0,0,0
43.2925,-72.3617,1984,19840822,08/22/84,Little Sugar River,0,0,0,0,0,0,8,0,0
43.3032,-72.1513,1984,19840823,08/23/84,South Branch Sugar River,0,0,0,0,0,0,0,0,0
43.1992,-72.1982,1984,19840827,08/27/84,Dodge Brook,0,0,4,0,0,0,0,0,0
43.4211,-72.1735,1984,19840827,08/27/84,North Branch Sugar River,0,0,0,0,0,0,0,0,0
43.3032,-72.1513,1984,19840827,08/27/84,South Branch Sugar River,0,0,0,0,0,0,0,0,0
43.3065,-72.196,1984,19840827,08/27/84,Spring Brook,0,0,0,0,0,0,0,0,0
43.2729,-72.3301,1984,19840829,08/29/84,Chase Brook,0,0,1,0,0,0,0,0,0
43.3781,-72.1214,1984,19840830,08/30/84,Sugar River,0,0,0,0,0,0,0,0,0
42.9933,-71.0217,1984,19840905,09/05/84,Dudley Brook,0,0,0,0,0,0,0,0,0
43.0607,-71.1404,1984,19840905,09/05/84,Pawtuckaway River,0,0,1,0,0,0,0,0,0
43.1098,-71.2686,1984,19840911,09/11/84,Hartford Brook,0,0,0,0,0,0,0,0,0
43.0627,-71.2274,1984,19840911,09/11/84,Lamprey River,0,0,0,0,0,0,0,0,0
43.1498,-71.0671,1984,19840911,09/11/84,Little River ,0,0,5,0,0,0,0,0,0
43.1459,-71.0598,1984,19840911,09/11/84,Little River ,0,0,0,0,0,0,0,0,0
43.1459,-71.0598,1984,19840911,09/11/84,Little River ,0,0,0,0,0,0,0,0,0
43.0624,-71.243,1984,19840911,09/11/84,North Branch River,0,0,0,0,0,0,0,0,0
43.1773,-71.137,1984,19840913,09/13/84,North River,0,0,2,0,0,0,0,0,0
42.9121,-70.9285,1984,19840917,09/17/84,Winkley Brook,0,0,5,0,0,0,0,0,0
42.9033,-70.8987,1984,19840918,09/18/84,Winkley Brook,0,0,0,0,0,0,0,0,0
42.8249,-71.1056,1984,19840920,09/20/84,Little River,0,0,2,0,0,0,0,0,0
42.8439,-71.1013,1984,19840920,09/20/84,Little River,0,0,4,0,0,0,0,0,0
42.9383,-71.3553,1984,19840928,09/28/84,Cohas Brook,0,0,0,0,0,0,0,0,0
42.8065,-71.3529,1984,19841001,10/01/84,Beaver Brook,0,0,0,0,0,0,0,0,0
42.9205,-71.4223,1984,19841001,10/01/84,Little Cohas Brook,0,0,0,0,0,0,0,0,0
43.0723,-71.1399,1984,19841017,10/17/84,Pawtuckaway River,0,0,0,0,0,0,0,0,0
43.0539,-71.2185,1984,19841018,10/18/84,Lamprey River,0,0,0,0,0,0,0,0,0
42.9793,-71.196,1984,19841018,10/18/84,Towle Brook,0,0,0,0,0,0,0,0,0
42.9683,-71.2144,1984,19841019,10/19/84,Towle Brook,0,0,0,0,0,0,0,0,0
43.04,-71.0735,1984,19841022,10/22/84,Lamprey River,0,0,0,0,0,0,0,0,0
42.9834,-70.971,1984,19841023,10/23/84,Little River,0,0,0,0,0,0,0,0,0
42.9834,-70.971,1984,19841023,10/23/84,Little River,0,0,0,0,0,0,0,0,0
42.908,-71.0159,1984,19841023,10/23/84,Powwow River,0,0,0,0,0,0,0,0,0
43.5338,-71.1681,1985,19850617,06/17/85,Beaver Brook,0,0,0,0,0,0,0,0,0
43.0118,-71.5295,1985,19850626,06/26/85,Piscatoquog River,0,0,0,0,0,0,0,0,0
43.0119,-71.5336,1985,19850701,07/01/85,Piscatoquog River,0,0,0,0,0,0,0,0,0
42.9593,-71.5441,1985,19850702,07/02/85,Riddle Brook,0,0,0,0,0,0,0,0,0
43.1482,-70.9656,1985,19850705,07/05/85,Oyster River,0,0,0,0,0,0,0,0,0
43.3979,-71.1,1985,19850709,07/09/85,Ela River,0,0,0,0,1,0,0,0,0
43.3873,-71.0609,1985,19850711,07/11/85,Cocheco River,0,0,0,0,0,0,0,0,0
43.3873,-71.0609,1985,19850711,07/11/85,Cocheco River,0,0,1,0,0,0,0,0,0
43.3524,-71.0167,1985,19850712,07/12/85,Cocheco River,0,0,0,0,0,0,0,0,0
43.4859,-71.0609,1985,19850717,07/17/85,Jones Brook,0,0,0,0,0,0,0,0,0
43.5221,-71.0228,1985,19850718,07/18/85,Branch River,0,0,0,0,0,0,0,0,0
43.5221,-71.0228,1985,19850718,07/18/85,Branch River,0,0,0,0,0,0,0,0,0
43.3773,-71.0933,1985,19850718,07/18/85,Mad River,0,0,2,0,3,0,0,0,0
43.4806,-71.0103,1985,19850722,07/22/85,Jones Brook,0,0,0,0,0,0,0,0,0
43.2885,-71.0008,1985,19850723,07/23/85,Ax Handle Brook,0,0,0,0,0,0,0,0,0
43.481,-71.0027,1985,19850723,07/23/85,Branch River,0,0,0,0,0,0,0,0,0
43.2678,-71.1017,1985,19850725,07/25/85,Mohawk River,0,0,0,0,0,0,0,0,0
43.3021,-71.0212,1985,19850725,07/25/85,Rickers Brook,0,0,31,0,0,0,0,0,0
43.0118,-71.5295,1985,19850731,07/31/85,Piscatoquog River,0,0,0,0,0,0,0,0,0
43.0119,-71.5336,1985,19850731,07/31/85,Piscatoquog River,0,0,0,0,0,0,0,0,0
42.9116,-71.5111,1985,19850815,08/15/85,Riddle Brook,0,0,2,0,0,0,0,0,0
43.1294,-70.9356,1985,19850816,08/16/85,Oyster River,0,0,0,0,0,0,0,0,0
43.1742,-70.9177,1985,19850819,08/19/85,Bellamy River,0,0,0,0,0,0,0,0,0
43.2024,-70.9981,1985,19850821,08/21/85,Mallego Brook,0,0,185,0,0,0,0,0,0
43.1801,-70.9475,1985,19850822,08/22/85,Bellamy River,0,0,0,0,0,0,0,0,0
43.208,-71.0089,1985,19850822,08/22/85,Mallego Brook,0,0,32,0,0,0,0,0,0
43.2342,-71.0935,1985,19850823,08/23/85,Nippo Brook,0,0,0,0,0,0,0,0,0
43.2342,-71.0935,1985,19850823,08/23/85,Nippo Brook,0,0,0,0,0,0,0,0,0
43.2328,-71.094,1985,19850823,08/23/85,Nippo Brook,0,0,0,0,0,0,0,0,0
43.2424,-71.0822,1985,19850827,08/27/85,Isinglass River,0,0,0,0,0,0,0,0,0
43.2451,-71.144,1985,19850828,08/28/85,Isinglass River,0,0,0,0,0,0,0,0,0
43.2521,-71.0908,1985,19850828,08/28/85,Mohawk River,0,0,0,0,0,0,0,0,0
43.2521,-71.0908,1985,19850828,08/28/85,Mohawk River,0,0,0,0,0,0,0,0,0
43.326,-71.1571,1985,19850829,08/29/85,Big River,0,0,0,0,0,0,0,0,0
43.32,-71.1873,1985,19850829,08/29/85,Big River,0,0,1,0,0,0,0,0,0
43.2589,-71.203,1985,19850829,08/29/85,Buzzels Run,0,0,0,0,0,0,0,0,0
43.2615,-71.2133,1985,19850905,09/05/85,Buzzels Run,0,0,2,0,0,0,0,0,0
43.1187,-71.0354,1985,19850906,09/06/85,Little River,0,0,0,0,0,0,0,0,0
43.1187,-71.0354,1985,19850906,09/06/85,Little River,0,0,0,0,0,0,0,0,0
43.0914,-71.0073,1985,19850911,09/11/85,Lamprey River,0,0,0,0,0,0,0,0,0
43.0915,-71.0116,1985,19850912,09/12/85,Lamprey River,0,0,0,0,0,0,0,0,0
43.4512,-71.1267,1985,19850918,09/18/85,Hayes Brook,0,0,10,0,0,0,0,0,0
43.4399,-71.1121,1985,19850919,09/19/85,Hayes Brook,0,0,40,0,0,0,0,0,0
43.3791,-71.094,1985,19850919,09/19/85,Mad River,0,0,8,0,36,0,0,0,0
43.0288,-71.3078,1985,19850925,09/25/85,Murry Mill Brook,0,0,0,0,0,0,0,0,0
43.078,-71.3133,1985,19850925,09/25/85,North Branch River,0,0,0,0,0,0,0,0,0
42.9424,-70.8775,1985,19850926,09/26/85,Taylor River,0,0,1,0,1,0,0,0,0
43.011,-71.2457,1985,19851001,10/01/85,Fordway Brook,0,0,0,0,0,0,0,0,0
42.9971,-71.1764,1985,19851002,10/02/85,Exeter River,0,0,0,0,0,0,0,0,0
43.0104,-71.2464,1985,19851002,10/02/85,Fordway Brook,0,0,0,0,0,0,0,0,0
42.7958,-71.5961,1986,19860418,04/18/86,Witches Brook,0,0,50,0,0,0,0,0,0
42.9031,-71.5455,1986,19860512,05/12/86,McQuade Brook,0,0,0,0,0,0,0,0,0
42.8447,-71.8402,1986,19860514,05/14/86,Blood Brook,0,0,42,0,0,0,0,0,0
42.8612,-71.8332,1986,19860514,05/14/86,County Farm Brook,0,0,13,0,0,0,0,0,0
42.9125,-71.664,1986,19860517,05/17/86,Beaver Brook (upper),0,0,0,0,0,0,0,0,0
42.8823,-71.7404,1986,19860609,06/09/86,Curtis Brook (Bremner),0,0,0,0,0,0,0,0,0
42.9057,-71.5237,1986,19860609,06/09/86,McQuade Brook,0,0,1,0,0,0,0,0,0
42.8858,-71.5369,1986,19860610,06/10/86,Baboosic Brook,0,0,0,0,0,0,0,0,0
42.8535,-71.6974,1986,19860610,06/10/86,Purgatory Brook,0,0,0,0,0,0,0,0,0
42.9124,-71.6638,1986,19860617,06/17/86,Beaver Brook (upper),0,0,10,0,0,0,0,0,0
42.8977,-71.7542,1986,19860617,06/17/86,Curtis Brook (Bremner),0,0,0,0,0,0,0,0,0
42.8294,-71.7023,1986,19860617,06/17/86,Tucker Brook,0,0,7,0,0,0,0,0,0
42.8289,-71.7026,1986,19860617,06/17/86,Tucker Brook,0,0,13,0,0,0,0,0,0
42.8207,-71.6632,1986,19860618,06/18/86,Great Brook (Osgood),0,0,0,0,0,0,0,0,0
42.7713,-71.7292,1986,19860618,06/18/86,Spaulding Brook (Mitchell),0,0,4,0,0,0,0,0,0
42.7631,-71.6858,1986,19860618,06/18/86,Spaulding Brook (Mitchell),0,0,0,0,0,0,0,0,0
42.8798,-71.772,1986,19860619,06/19/86,Glass Factory Brook,0,0,0,0,0,0,0,0,0
42.9505,-71.8444,1986,19860619,06/19/86,Rand Brook,0,0,3,0,0,0,0,0,0
42.9564,-71.826,1986,19860619,06/19/86,Rand Brook,0,0,0,0,0,0,0,0,0
42.9564,-71.826,1986,19860620,06/20/86,Rand Brook,0,0,1,0,0,0,0,0,0
42.8365,-71.8117,1986,19860624,06/24/86,Blood Brook,0,0,2,0,0,0,0,0,0
42.9543,-71.8949,1986,19860624,06/24/86,South Brook,0,0,0,0,0,0,0,0,0
42.9202,-71.8648,1986,19860624,06/24/86,South Brook,0,0,0,0,0,0,0,0,0
42.9045,-71.8271,1986,19860625,06/25/86,Stoney Brook,0,0,10,0,0,0,0,0,0
42.8827,-71.7698,1986,19860626,06/26/86,Glass Factory Brook,0,0,0,0,1,0,0,0,0
42.9537,-71.8953,1986,19860626,06/26/86,Otter Brook,0,0,0,0,0,0,0,0,0
43.1187,-71.0354,1986,19860906,09/06/86,Little River,0,0,2,0,0,0,0,0,0
43.0915,-71.0116,1986,19860912,09/12/86,Lamprey River,0,0,0,0,0,0,0,0,0
42.9003,-71.5793,1986,19861001,10/01/86,Baboosic Brook,0,0,0,0,0,0,0,0,0
42.8858,-71.5369,1986,19861001,10/01/86,Baboosic Brook,0,0,0,0,0,0,0,0,0
42.9014,-71.6025,1986,19861001,10/01/86,Joe English Brook,0,0,0,0,0,0,0,0,0
42.8981,-71.5926,1986,19861001,10/01/86,Joe English Brook,0,0,0,0,0,0,0,0,0
42.7267,-71.5559,1986,19861009,10/09/86,Flints Brook,0,0,124,0,0,0,0,0,0
42.7263,-71.5557,1986,19861009,10/09/86,Flints Brook,0,0,119,0,0,0,0,0,0
42.9003,-71.5793,1987,19870609,06/09/87,Baboosic Brook,0,0,0,0,0,0,0,0,0
42.8588,-71.6163,1987,19870609,06/09/87,Beaver Brook,0,0,0,0,0,0,0,0,0
42.8361,-71.6091,1987,19870609,06/09/87,Beaver Brook,0,0,0,0,0,0,0,0,0
42.8135,-71.8324,1987,19870610,06/10/87,Miller Brook,0,0,36,0,0,0,0,0,0
42.8269,-71.8147,1987,19870610,06/10/87,Miller Brook,0,0,4,0,0,0,0,0,0
