"Basin","Stem","Station","Species","Latitude","Longitude","SiteID","BrktrtOccupancy"
1,"1","2","blkcrp",41.90081444,-71.39932639,"1 1 2",0
1,"1","2","carp",41.90081444,-71.39932639,"1 1 2",0
1,"1","2","chnpick",41.90081444,-71.39932639,"1 1 2",0
1,"1","2","cmnshnr",41.90081444,-71.39932639,"1 1 2",0
1,"1","2","gldshnr",41.90081444,-71.39932639,"1 1 2",0
1,"1","2","lmb",41.90081444,-71.39932639,"1 1 2",0
1,"1","2","npike",41.90081444,-71.39932639,"1 1 2",0
1,"1","2","pmpknsd",41.90081444,-71.39932639,"1 1 2",0
1,"1","2","wperch",41.90081444,-71.39932639,"1 1 2",0
1,"1","2","wtsuck",41.90081444,-71.39932639,"1 1 2",0
1,"1","2","ylbull",41.90081444,-71.39932639,"1 1 2",0
1,"1","2","yperch",41.90081444,-71.39932639,"1 1 2",0
1,"1","2","alewife",41.90472,-71.40072,"1 1 2",0
1,"1","2","blgl",41.90472,-71.40072,"1 1 2",0
1,"1","2","blkcrp",41.90472,-71.40072,"1 1 2",0
1,"1","2","carp",41.90472,-71.40072,"1 1 2",0
1,"1","2","cmnshnr",41.90472,-71.40072,"1 1 2",0
1,"1","2","fllfsh",41.90472,-71.40072,"1 1 2",0
1,"1","2","gldshnr",41.90472,-71.40072,"1 1 2",0
1,"1","2","lmb",41.90472,-71.40072,"1 1 2",0
1,"1","2","pmpknsd",41.90472,-71.40072,"1 1 2",0
1,"1","2","tssdtr",41.90472,-71.40072,"1 1 2",0
1,"1","2","wperch",41.90472,-71.40072,"1 1 2",0
1,"1","2","wtsuck",41.90472,-71.40072,"1 1 2",0
1,"1","2","yperch",41.90472,-71.40072,"1 1 2",0
1,"1","2","ambklmp",NA,NA,"1 1 2",0
1,"1","2","bullhead",NA,NA,"1 1 2",0
1,"1","2","carp",NA,NA,"1 1 2",0
1,"1","2","chnpick",NA,NA,"1 1 2",0
1,"1","2","eel",NA,NA,"1 1 2",0
1,"1","2","gldshnr",NA,NA,"1 1 2",0
1,"1","2","lmb",NA,NA,"1 1 2",0
1,"1","2","npike",NA,NA,"1 1 2",0
1,"1","2","rbass",NA,NA,"1 1 2",0
1,"1","2","wtsuck",NA,NA,"1 1 2",0
1,"1","2","yperch",NA,NA,"1 1 2",0
1,"1","3","brktrt",41.955833,-71.485833,"1 1 3",1
1,"1","3","fllfsh",41.955833,-71.485833,"1 1 3",0
1,"1","3","rdfnpick",41.955833,-71.485833,"1 1 3",0
1,"1","3","brktrt",41.955833,-71.485833,"1 1 3",1
1,"1","3","fllfsh",41.955833,-71.485833,"1 1 3",0
1,"1","3","lmb",41.955833,-71.485833,"1 1 3",0
1,"1","3","brktrt",41.955833,-71.485833,"1 1 3",1
1,"1","3","fllfsh",41.955833,-71.485833,"1 1 3",0
1,"1","3","wtsuck",41.955833,-71.485833,"1 1 3",0
1,"1","4","brktrt",41.97169436,-71.48719146,"1 1 4",1
1,"1","5","brbull",41.942972,-71.491417,"1 1 5",0
1,"1","5","crkchbskr",41.942972,-71.491417,"1 1 5",0
1,"1","5","fllfsh",41.942972,-71.491417,"1 1 5",0
1,"1","5","fllfsh",41.942972,-71.491417,"1 1 5",0
1,"1","5","gldshnr",41.942972,-71.491417,"1 1 5",0
1,"1","5","lepomis",41.942972,-71.491417,"1 1 5",0
1,"1","5","yperch",41.942972,-71.491417,"1 1 5",0
1,"1","6","fllfsh",41.963559,-71.48741395,"1 1 6",0
1,"1","6","tssdtr",41.963559,-71.48741395,"1 1 6",0
1,"1","6","wtsuck",41.963559,-71.48741395,"1 1 6",0
1,"1","7","fllfsh",41.95196062,-71.48747775,"1 1 7",0
1,"1","8","ylbull",41.99288947,-71.5317523,"1 1 8",0
1,"1","9","gldshnr",41.966139,-71.493667,"1 1 9",0
1,"1","10","blkndce",41.9223783,-71.41465287,"1 1 10",0
1,"1","10","pmpknsd",41.9223783,-71.41465287,"1 1 10",0
1,"1","10","wtsuck",41.9223783,-71.41465287,"1 1 10",0
1,"1","11","brbull",41.957083,-71.463278,"1 1 11",0
1,"1","11","fllfsh",41.957083,-71.463278,"1 1 11",0
1,"1","11","pmpknsd",41.957083,-71.463278,"1 1 11",0
1,"1","12","No fish",41.98675537,-71.49726511,"1 1 12",0
1,"1","13","ambklmp",42.00288709,-71.49825056,"1 1 13",0
1,"1","13","blgl",42.00288709,-71.49825056,"1 1 13",0
1,"1","13","blkcrp",42.00288709,-71.49825056,"1 1 13",0
1,"1","13","brbull",42.00288709,-71.49825056,"1 1 13",0
1,"1","13","carp",42.00288709,-71.49825056,"1 1 13",0
1,"1","13","chnpick",42.00288709,-71.49825056,"1 1 13",0
1,"1","13","cmnshnr",42.00288709,-71.49825056,"1 1 13",0
1,"1","13","eel",42.00288709,-71.49825056,"1 1 13",0
1,"1","13","fllfsh",42.00288709,-71.49825056,"1 1 13",0
1,"1","13","gldshnr",42.00288709,-71.49825056,"1 1 13",0
1,"1","13","lmb",42.00288709,-71.49825056,"1 1 13",0
1,"1","13","pmpknsd",42.00288709,-71.49825056,"1 1 13",0
1,"1","13","smb",42.00288709,-71.49825056,"1 1 13",0
1,"1","13","wperch",42.00288709,-71.49825056,"1 1 13",0
1,"1","13","wtsuck",42.00288709,-71.49825056,"1 1 13",0
1,"1","13","ylbull",42.00288709,-71.49825056,"1 1 13",0
1,"1","13","yperch",42.00288709,-71.49825056,"1 1 13",0
1,"1","14","ambklmp",42.01531465,-71.49287964,"1 1 14",0
1,"1","14","crkchbskr",42.01531465,-71.49287964,"1 1 14",0
1,"1","14","gldshnr",42.01531465,-71.49287964,"1 1 14",0
1,"1","14","rdfnpick",42.01531465,-71.49287964,"1 1 14",0
1,"1","14","tssdtr",42.01531465,-71.49287964,"1 1 14",0
1,"1","14","wtsuck",42.01531465,-71.49287964,"1 1 14",0
1,"1","14","ambklmp",42.01531465,-71.49287964,"1 1 14",0
1,"1","14","gldshnr",42.01531465,-71.49287964,"1 1 14",0
1,"1","14","rdfnpick",42.01531465,-71.49287964,"1 1 14",0
1,"1","14","wtsuck",42.01531465,-71.49287964,"1 1 14",0
1,"1","15","blkndce",41.99839619,-71.51534994,"1 1 15",0
1,"1","15","cmnshnr",41.99839619,-71.51534994,"1 1 15",0
1,"1","15","fllfsh",41.99839619,-71.51534994,"1 1 15",0
1,"1","15","lngndc",41.99839619,-71.51534994,"1 1 15",0
1,"1","15","tssdtr",41.99839619,-71.51534994,"1 1 15",0
1,"1","15","ylbull",41.99839619,-71.51534994,"1 1 15",0
1,"1","16","blkndce",42.00199,-71.47237,"1 1 16",0
1,"1","17","blgl",42.0175,-71.50831,"1 1 17",0
1,"1","17","cmnshnr",42.0175,-71.50831,"1 1 17",0
1,"1","17","eel",42.0175,-71.50831,"1 1 17",0
1,"1","17","fllfsh",42.0175,-71.50831,"1 1 17",0
1,"1","17","gsunfish",42.0175,-71.50831,"1 1 17",0
1,"1","17","lmb",42.0175,-71.50831,"1 1 17",0
1,"1","17","lngndc",42.0175,-71.50831,"1 1 17",0
1,"1","17","pmpknsd",42.0175,-71.50831,"1 1 17",0
1,"1","17","tssdtr",42.0175,-71.50831,"1 1 17",0
1,"1","17","wtsuck",42.0175,-71.50831,"1 1 17",0
1,"1","17","ybull",42.0175,-71.50831,"1 1 17",0
1,"2","1","blgl",41.96684098,-71.60015114,"1 2 1",0
1,"2","1","brbull",41.96684098,-71.60015114,"1 2 1",0
1,"2","1","chnpick",41.96684098,-71.60015114,"1 2 1",0
1,"2","1","cmnshnr",41.96684098,-71.60015114,"1 2 1",0
1,"2","1","fllfsh",41.96684098,-71.60015114,"1 2 1",0
1,"2","1","pmpknsd",41.96684098,-71.60015114,"1 2 1",0
1,"2","1","wtsuck",41.96684098,-71.60015114,"1 2 1",0
1,"2","1","ylbull",41.96684098,-71.60015114,"1 2 1",0
1,"2","1","yperch",41.96684098,-71.60015114,"1 2 1",0
1,"2","2","brktrt",41.97694364,-71.63522711,"1 2 2",1
1,"2","2","gldshnr",41.97694364,-71.63522711,"1 2 2",0
1,"2","2","rdfnpick",41.97694364,-71.63522711,"1 2 2",0
1,"2","3","Brktrt",41.98777089,-71.63017182,"1 2 3",0
1,"2","3","lmb",41.98777089,-71.63017182,"1 2 3",0
1,"2","4","blgl",41.97950748,-71.57978469,"1 2 4",0
1,"2","4","fllfsh",41.97950748,-71.57978469,"1 2 4",0
1,"2","4","lmb",41.97950748,-71.57978469,"1 2 4",0
1,"2","4","ylbull",41.97950748,-71.57978469,"1 2 4",0
1,"2","5","brbull",41.92419889,-71.62048078,"1 2 5",0
1,"2","5","brktrt",41.92419889,-71.62048078,"1 2 5",1
1,"2","5","rdfnpick",41.92419889,-71.62048078,"1 2 5",0
1,"2","6","brbull",41.95449011,-71.58392638,"1 2 6",0
1,"2","6","brktrt",41.95449011,-71.58392638,"1 2 6",1
1,"2","6","lmb",41.95449011,-71.58392638,"1 2 6",0
1,"2","6","pmpknsd",41.95449011,-71.58392638,"1 2 6",0
1,"2","6","rdfnpick",41.95449011,-71.58392638,"1 2 6",0
1,"2","6","wtsuck",41.95449011,-71.58392638,"1 2 6",0
1,"2","7","blgl",41.987528,-71.595722,"1 2 7",0
1,"2","7","blkcrp",41.987528,-71.595722,"1 2 7",0
1,"2","7","chnpick",41.987528,-71.595722,"1 2 7",0
1,"2","7","gldshnr",41.987528,-71.595722,"1 2 7",0
1,"2","7","lmb",41.987528,-71.595722,"1 2 7",0
1,"2","7","pmpknsd",41.987528,-71.595722,"1 2 7",0
1,"2","7","rnbwtrt",41.987528,-71.595722,"1 2 7",0
1,"2","7","wtsuck",41.987528,-71.595722,"1 2 7",0
1,"2","7","ylbull",41.987528,-71.595722,"1 2 7",0
1,"2","7","yperch",41.987528,-71.595722,"1 2 7",0
1,"2","7","blgl",41.987528,-71.595722,"1 2 7",0
1,"2","7","blkcrp",41.987528,-71.595722,"1 2 7",0
1,"2","7","brbull",41.987528,-71.595722,"1 2 7",0
1,"2","7","chnpick",41.987528,-71.595722,"1 2 7",0
1,"2","7","gldshnr",41.987528,-71.595722,"1 2 7",0
1,"2","7","lmb",41.987528,-71.595722,"1 2 7",0
1,"2","7","pmpknsd",41.987528,-71.595722,"1 2 7",0
1,"2","7","wtsuck",41.987528,-71.595722,"1 2 7",0
1,"2","7","yperch",41.987528,-71.595722,"1 2 7",0
1,"2","8","chnpick",41.968861,-71.632111,"1 2 8",0
1,"2","8","cmnshnr",41.968861,-71.632111,"1 2 8",0
1,"2","8","fllfsh",41.968861,-71.632111,"1 2 8",0
1,"2","8","lmb",41.968861,-71.632111,"1 2 8",0
1,"2","8","lngndc",41.968861,-71.632111,"1 2 8",0
1,"2","8","pmpknsd",41.968861,-71.632111,"1 2 8",0
1,"2","8","rdfnpick",41.968861,-71.632111,"1 2 8",0
1,"2","8","tssdtr",41.968861,-71.632111,"1 2 8",0
1,"2","8","wtsuck",41.968861,-71.632111,"1 2 8",0
1,"2","8","ylbull",41.968861,-71.632111,"1 2 8",0
1,"2","9","blgl",42.00108,-71.55242,"1 2 9",0
1,"2","9","chnpick",42.00108,-71.55242,"1 2 9",0
1,"2","9","cmnshnr",42.00108,-71.55242,"1 2 9",0
1,"2","9","fllfsh",42.00108,-71.55242,"1 2 9",0
1,"2","9","lmb",42.00108,-71.55242,"1 2 9",0
1,"2","9","lngndc",42.00108,-71.55242,"1 2 9",0
1,"2","9","smb",42.00108,-71.55242,"1 2 9",0
1,"2","9","tssdtr",42.00108,-71.55242,"1 2 9",0
1,"2","9","wtsuck",42.00108,-71.55242,"1 2 9",0
1,"2","9","ylbull",42.00108,-71.55242,"1 2 9",0
1,"2","10","blgl",41.96375,-71.596,"1 2 10",0
1,"2","10","blkcrp",41.96375,-71.596,"1 2 10",0
1,"2","10","brbull",41.96375,-71.596,"1 2 10",0
1,"2","10","gldshnr",41.96375,-71.596,"1 2 10",0
1,"2","10","lmb",41.96375,-71.596,"1 2 10",0
1,"2","10","pmpknsd",41.96375,-71.596,"1 2 10",0
1,"2","10","blgl",41.96375,-71.596,"1 2 10",0
1,"2","10","chnpick",41.96375,-71.596,"1 2 10",0
1,"2","10","lmb",41.96375,-71.596,"1 2 10",0
1,"2","10","pmpknsd",41.96375,-71.596,"1 2 10",0
1,"3","1","gldshnr",41.914861,-71.66706,"1 3 1",0
1,"3","1","shiner",41.914861,-71.66706,"1 3 1",0
1,"3","1","tssdtr",41.914861,-71.66706,"1 3 1",0
1,"3","1","wtsuck",41.914861,-71.66706,"1 3 1",0
1,"3","1","blgl",41.914861,-71.66706,"1 3 1",0
1,"3","1","chnpick",41.914861,-71.66706,"1 3 1",0
1,"3","1","fllfsh",41.914861,-71.66706,"1 3 1",0
1,"3","1","gldshnr",41.914861,-71.66706,"1 3 1",0
1,"3","1","lmb",41.914861,-71.66706,"1 3 1",0
1,"3","1","tssdtr",41.914861,-71.66706,"1 3 1",0
1,"3","1","wtsuck",41.914861,-71.66706,"1 3 1",0
1,"3","2","brktrt",41.94126707,-71.64754,"1 3 2",1
1,"3","2","chnpick",41.94126707,-71.64754,"1 3 2",0
1,"3","2","swmpdtr",41.94126707,-71.64754,"1 3 2",0
1,"3","2","tssdtr",41.94126707,-71.64754,"1 3 2",0
1,"3","2","wtsuck",41.94126707,-71.64754,"1 3 2",0
1,"3","2","bndsnfsh",41.94126707,-71.64754,"1 3 2",0
1,"3","2","brbull",41.94126707,-71.64754,"1 3 2",0
1,"3","2","fllfsh",41.94126707,-71.64754,"1 3 2",0
1,"3","2","tssdtr",41.94126707,-71.64754,"1 3 2",0
1,"3","2","wtsuck",41.94126707,-71.64754,"1 3 2",0
1,"3","3","brktrt",41.939861,-71.64925,"1 3 3",1
1,"3","3","cmnshnr",41.939861,-71.64925,"1 3 3",0
1,"3","3","tssdtr",41.939861,-71.64925,"1 3 3",0
1,"3","3","wtsuck",41.939861,-71.64925,"1 3 3",0
1,"3","3","brktrt",41.939861,-71.64925,"1 3 3",1
1,"3","3","fllfsh",41.939861,-71.64925,"1 3 3",0
1,"3","3","tssdtr",41.939861,-71.64925,"1 3 3",0
1,"3","3","wtsuck",41.939861,-71.64925,"1 3 3",0
1,"3","4","chnpick",41.91982578,-71.66282,"1 3 4",0
1,"3","4","cmnshnr",41.91982578,-71.66282,"1 3 4",0
1,"3","4","fllfsh",41.91982578,-71.66282,"1 3 4",0
1,"3","4","lmb",41.91982578,-71.66282,"1 3 4",0
1,"3","4","tssdtr",41.91982578,-71.66282,"1 3 4",0
1,"3","4","wtsuck",41.91982578,-71.66282,"1 3 4",0
1,"3","5","blgl",41.892306,-71.68019,"1 3 5",0
1,"3","5","bndkilli",41.892306,-71.68019,"1 3 5",0
1,"3","5","brbull",41.892306,-71.68019,"1 3 5",0
1,"3","5","chnpick",41.892306,-71.68019,"1 3 5",0
1,"3","5","lmb",41.892306,-71.68019,"1 3 5",0
1,"3","5","pmpknsd",41.892306,-71.68019,"1 3 5",0
1,"3","5","yperch",41.892306,-71.68019,"1 3 5",0
1,"3","5","blgl",41.892306,-71.68019,"1 3 5",0
1,"3","5","sunfish yoy",41.892306,-71.68019,"1 3 5",0
1,"3","5","blkcrp",41.892306,-71.68019,"1 3 5",0
1,"3","5","blkcrp yoy",41.892306,-71.68019,"1 3 5",0
1,"3","5","bndkilli",41.892306,-71.68019,"1 3 5",0
1,"3","5","brbull",41.892306,-71.68019,"1 3 5",0
1,"3","5","chnpick",41.892306,-71.68019,"1 3 5",0
1,"3","5","lmb",41.892306,-71.68019,"1 3 5",0
1,"3","5","lmb yoy",41.892306,-71.68019,"1 3 5",0
1,"3","5","pmpknsd",41.892306,-71.68019,"1 3 5",0
1,"3","5","yperch",41.892306,-71.68019,"1 3 5",0
1,"3","5","ypercy yoy",41.892306,-71.68019,"1 3 5",0
1,"3","5","bndkilli",41.892306,-71.68019,"1 3 5",0
1,"3","5","chnpick",41.892306,-71.68019,"1 3 5",0
1,"3","5","lmb",41.892306,-71.68019,"1 3 5",0
1,"3","5","swmpdtr",41.892306,-71.68019,"1 3 5",0
1,"3","5","blgl",41.892306,-71.68019,"1 3 5",0
1,"3","5","sunfish yoy",41.892306,-71.68019,"1 3 5",0
1,"3","5","blkcrp",41.892306,-71.68019,"1 3 5",0
1,"3","5","blkcrp yoy",41.892306,-71.68019,"1 3 5",0
1,"3","5","bndkilli",41.892306,-71.68019,"1 3 5",0
1,"3","5","brbull",41.892306,-71.68019,"1 3 5",0
1,"3","5","chnpick",41.892306,-71.68019,"1 3 5",0
1,"3","5","chnpick yoy",41.892306,-71.68019,"1 3 5",0
1,"3","5","lmb",41.892306,-71.68019,"1 3 5",0
1,"3","5","lmb yoy",41.892306,-71.68019,"1 3 5",0
1,"3","5","pmpknsd",41.892306,-71.68019,"1 3 5",0
1,"3","5","ylbull",41.892306,-71.68019,"1 3 5",0
1,"3","5","yperch",41.892306,-71.68019,"1 3 5",0
1,"3","5","yperch yoy",41.892306,-71.68019,"1 3 5",0
1,"3","5","blgl",41.892306,-71.68019,"1 3 5",0
1,"3","5","blkcrp",41.892306,-71.68019,"1 3 5",0
1,"3","5","brbull",41.892306,-71.68019,"1 3 5",0
1,"3","5","chnpick",41.892306,-71.68019,"1 3 5",0
1,"3","5","chnpick yoy",41.892306,-71.68019,"1 3 5",0
1,"3","5","lmb",41.892306,-71.68019,"1 3 5",0
1,"3","5","lmb yoy",41.892306,-71.68019,"1 3 5",0
1,"3","5","pmpknsd",41.892306,-71.68019,"1 3 5",0
1,"3","5","sunfish yoy",41.892306,-71.68019,"1 3 5",0
1,"3","5","ylbull",41.892306,-71.68019,"1 3 5",0
1,"3","5","yperch",41.892306,-71.68019,"1 3 5",0
1,"3","5","yperch yoy",41.892306,-71.68019,"1 3 5",0
1,"3","5","gldshnr",41.892306,-71.68019,"1 3 5",0
1,"3","5","bndkilli",41.892306,-71.68019,"1 3 5",0
1,"3","5","ylbull",41.892306,-71.68019,"1 3 5",0
1,"3","5","chnpick",41.892306,-71.68019,"1 3 5",0
1,"3","5","chnpick yoy",41.892306,-71.68019,"1 3 5",0
1,"3","5","pmpknsd",41.892306,-71.68019,"1 3 5",0
1,"3","5","yperch",41.892306,-71.68019,"1 3 5",0
1,"3","5","yperch yoy",41.892306,-71.68019,"1 3 5",0
1,"3","5","blgl",41.892306,-71.68019,"1 3 5",0
1,"3","5","sunfish yoy",41.892306,-71.68019,"1 3 5",0
1,"3","5","blkcrp",41.892306,-71.68019,"1 3 5",0
1,"3","5","blkcrp yoy",41.892306,-71.68019,"1 3 5",0
1,"3","5","lmb",41.892306,-71.68019,"1 3 5",0
1,"3","5","lmb yoy",41.892306,-71.68019,"1 3 5",0
1,"3","6","chnpick",41.88642874,-71.70443,"1 3 6",0
1,"3","7","brktrt",41.93325448,-71.67377,"1 3 7",1
1,"3","8","brktrt",41.9335446,-71.68024,"1 3 8",1
1,"3","8","lmb",41.9335446,-71.68024,"1 3 8",0
1,"3","8","rdfnpick",41.9335446,-71.68024,"1 3 8",0
1,"3","9","blgl",41.88275,-71.69014,"1 3 9",0
1,"3","9","blkcrp",41.88275,-71.69014,"1 3 9",0
1,"3","9","brbull",41.88275,-71.69014,"1 3 9",0
1,"3","9","chnpick",41.88275,-71.69014,"1 3 9",0
1,"3","9","gldshnr",41.88275,-71.69014,"1 3 9",0
1,"3","9","lmb",41.892306,-71.68019,"1 3 9",0
1,"3","9","pmpknsd",41.88275,-71.69014,"1 3 9",0
1,"3","9","yperch",41.88275,-71.69014,"1 3 9",0
1,"3","9","chnpick",41.88275,-71.69014,"1 3 9",0
1,"3","9","swmpdtr",41.88275,-71.69014,"1 3 9",0
1,"3","9","blgl",41.88275,-71.69014,"1 3 9",0
1,"3","9","blkcrp",41.88275,-71.69014,"1 3 9",0
1,"3","9","brbull",41.88275,-71.69014,"1 3 9",0
1,"3","9","chnpick",41.88275,-71.69014,"1 3 9",0
1,"3","9","gldshnr",41.88275,-71.69014,"1 3 9",0
1,"3","9","lmb",41.88275,-71.69014,"1 3 9",0
1,"3","9","pmpknsd",41.88275,-71.69014,"1 3 9",0
1,"3","9","swmpdtr",41.88275,-71.69014,"1 3 9",0
1,"3","9","ylbull",41.88275,-71.69014,"1 3 9",0
1,"3","9","yperch",41.88275,-71.69014,"1 3 9",0
1,"3","10","no fish",41.90561,-71.70563,"1 3 10",0
1,"4","1","blgl",41.984722,-71.66306,"1 4 1",0
1,"4","1","chnpick",41.984722,-71.66306,"1 4 1",0
1,"4","1","lmb",41.984722,-71.66306,"1 4 1",0
1,"4","1","pmpknsd",41.984722,-71.66306,"1 4 1",0
1,"4","1","pmpknsd",41.984722,-71.66306,"1 4 1",0
1,"4","1","yperch",41.984722,-71.66306,"1 4 1",0
1,"4","1","Lepomis",41.984722,-71.66306,"1 4 1",0
1,"4","1","lmb",41.984722,-71.66306,"1 4 1",0
1,"4","1","swmpdtr",41.984722,-71.66306,"1 4 1",0
1,"4","1","blgl",41.984722,-71.66306,"1 4 1",0
1,"4","1","chnpick",41.984722,-71.66306,"1 4 1",0
1,"4","1","lmb",41.984722,-71.66306,"1 4 1",0
1,"4","1","pmpknsd",41.984722,-71.66306,"1 4 1",0
1,"4","1","ylbull",41.984722,-71.66306,"1 4 1",0
1,"4","1","yperch",41.984722,-71.66306,"1 4 1",0
1,"4","2","blgl",41.93557816,-71.70931,"1 4 2",0
1,"4","2","blkcrp",41.93557816,-71.70931,"1 4 2",0
1,"4","2","brbull",41.93557816,-71.70931,"1 4 2",0
1,"4","2","chnpick",41.93557816,-71.70931,"1 4 2",0
1,"4","2","gldshnr",41.93557816,-71.70931,"1 4 2",0
1,"4","2","lmb",41.93557816,-71.70931,"1 4 2",0
1,"4","2","npike",41.93557816,-71.70931,"1 4 2",0
1,"4","2","pmpknsd",41.93557816,-71.70931,"1 4 2",0
1,"4","2","yperch",41.93557816,-71.70931,"1 4 2",0
1,"4","2","blgl",41.93557816,-71.70931,"1 4 2",0
1,"4","2","blkcrp",41.93557816,-71.70931,"1 4 2",0
1,"4","2","chnpick",41.93557816,-71.70931,"1 4 2",0
1,"4","2","gldshnr",41.93557816,-71.70931,"1 4 2",0
1,"4","2","lmb",41.93557816,-71.70931,"1 4 2",0
1,"4","2","pmpknsd",41.93557816,-71.70931,"1 4 2",0
1,"4","2","yperch",41.93557816,-71.70931,"1 4 2",0
1,"4","2","blgl",41.93557816,-71.70931,"1 4 2",0
1,"4","2","blkcrp",41.93557816,-71.70931,"1 4 2",0
1,"4","2","brbull",41.93557816,-71.70931,"1 4 2",0
1,"4","2","chnpick",41.93557816,-71.70931,"1 4 2",0
1,"4","2","eel",41.93557816,-71.70931,"1 4 2",0
1,"4","2","lmb",41.93557816,-71.70931,"1 4 2",0
1,"4","2","pmpknsd",41.93557816,-71.70931,"1 4 2",0
1,"4","2","yperch",41.93557816,-71.70931,"1 4 2",0
1,"4","2","ylbull",41.93557816,-71.70931,"1 4 2",0
1,"4","2","gldshnr",41.93557816,-71.70931,"1 4 2",0
1,"4","2","brbull",41.93557816,-71.70931,"1 4 2",0
1,"4","2","blkcrp",41.93557816,-71.70931,"1 4 2",0
1,"4","2","chnpick",41.93557816,-71.70931,"1 4 2",0
1,"4","2","lmb",41.93557816,-71.70931,"1 4 2",0
1,"4","2","blgl",41.93557816,-71.70931,"1 4 2",0
1,"4","2","pmpknsd",41.93557816,-71.70931,"1 4 2",0
1,"4","2","yperch",41.93557816,-71.70931,"1 4 2",0
1,"4","3","alewife",42.00091118,-71.76649,"1 4 3",0
1,"4","3","blgl",42.00091118,-71.76649,"1 4 3",0
1,"4","3","bndkilli",42.00091118,-71.76649,"1 4 3",0
1,"4","3","bndsnfsh",42.00091118,-71.76649,"1 4 3",0
1,"4","3","brktrt",42.00091118,-71.76649,"1 4 3",1
1,"4","3","chnpick",42.00091118,-71.76649,"1 4 3",0
1,"4","3","lmb",42.00091118,-71.76649,"1 4 3",0
1,"4","3","pmpknsd",42.00091118,-71.76649,"1 4 3",0
1,"4","3","rnbwtrt",42.00091118,-71.76649,"1 4 3",0
1,"4","3","yperch",42.00091118,-71.76649,"1 4 3",0
1,"4","3","alewife",NA,NA,"1 4 3",0
1,"4","3","blgl",NA,NA,"1 4 3",0
1,"4","3","bndkilli",NA,NA,"1 4 3",0
1,"4","3","brntrt",NA,NA,"1 4 3",0
1,"4","3","lmb",NA,NA,"1 4 3",0
1,"4","3","pmpknsd",NA,NA,"1 4 3",0
1,"4","3","rnbwtrt",NA,NA,"1 4 3",0
