Basin,Stem,Station,Date,Species,Average,Minimum,Maximum,Body,Town,Latitude,Longitude,,,,,,
10,0,13,1010612,eel,302.5,290,315,Simmons Mill Pond,Little Compton,41.53719,-71.14750,,,,,,
10,0,13,1010612,gldshnr,167.5,115,238,Simmons Mill Pond,Little Compton,41.53719,-71.14750,,,,,,
10,0,13,1010612,lmb,350.5,305,372,Simmons Mill Pond,Little Compton,41.53719,-71.14750,,,,,,
10,0,13,1010612,rnbwtrt,350,350,350,Simmons Mill Pond,Little Compton,41.53719,-71.14750,,,,,,
10,0,13,1010612,yperch,161.0322581,101,300,Simmons Mill Pond,Little Compton,41.53719,-71.14750,,,,,,
10,0,13,1010718,blgl,84,84,84,Simmons Mill Pond,Little Compton,41.53719,-71.14750,,,,,,
10,0,13,1010718,bndsnfsh,63.125,54,81,Simmons Mill Pond,Little Compton,41.53719,-71.14750,,,,,,
10,0,13,1010718,chnpick,74,70,81,Simmons Mill Pond,Little Compton,41.53719,-71.14750,,,,,,
10,0,13,1010718,lmb,55.5,53,58,Simmons Mill Pond,Little Compton,41.53719,-71.14750,,,,,,
10,0,13,1010718,yperch,155,155,155,Simmons Mill Pond,Little Compton,41.53719,-71.14750,,,,,,
10,0,14,1050812,Not flowing,,,,Dunderry Brook,Little Compton,41.48764,-71.17032,,,,,,
10,0,14,1010712,9spine,41.53846154,28,59,Dundery Bk/Wilbour woods/Swamp Rd,Little Compton,41.48764,-71.17032,,,,,,
10,0,14,1010712,bndkilli,68.76923077,52,77,Dundery Bk/Wilbour woods/Swamp Rd,Little Compton,41.48764,-71.17032,,,,,,
10,0,14,1010712,eel,215.9230769,88,315,Dundery Bk/Wilbour woods/Swamp Rd,Little Compton,41.48764,-71.17032,,,,,,
10,0,14,1010712,gldshnr,103.1578947,72,156,Dundery Bk/Wilbour woods/Swamp Rd,Little Compton,41.48764,-71.17032,,,,,,
10,0,14,1010712,lmb,62.75,58,67,Dundery Bk/Wilbour woods/Swamp Rd,Little Compton,41.48764,-71.17032,,,,,,
10,0,14,1010712,pmpknsd,114.25,96,124,Dundery Bk/Wilbour woods/Swamp Rd,Little Compton,41.48764,-71.17032,,,,,,
10,0,14,1010712,wperch,55.66666667,16,185,Dundery Bk/Wilbour woods/Swamp Rd,Little Compton,41.48764,-71.17032,,,,,,
10,0,14,1020412,alewife,281.5,265,298,Dundery Bk./Wilbour woods/Swamp Rd.,Little Compton,41.48764,-71.17032,,,,,,
10,0,14,1020412,bndkilli,93,93,93,Dundery Bk./Wilbour woods/Swamp Rd.,Little Compton,41.48764,-71.17032,,,,,,
10,0,15,1010713,eel,300,300,300,Adamsville Bk/King Rd,Tiverton,41.59981,-71.16042,,,,,,
10,0,15,1010713,rdfnpick,139.5,86,163,Adamsville Bk/King Rd,Tiverton,41.59981,-71.16042,,,,,,
10,0,16,1010716,bndsnfsh,59.66666667,58,61,Adamsville Bk/Crandall Rd,Little Compton,41.55789,-71.12883,,,,,,
10,0,16,1010716,brbull,117,117,117,Adamsville Bk/Crandall Rd,Little Compton,41.55789,-71.12883,,,,,,
10,0,16,1010716,brktrt,182.0555556,80,330,Adamsville Bk/Crandall Rd,Little Compton,41.55789,-71.12883,,,,,,
10,0,16,1010716,eel,244.7333333,75,380,Adamsville Bk/Crandall Rd,Little Compton,41.55789,-71.12883,,,,,,
10,0,16,1010716,gldshnr,104,104,104,Adamsville Bk/Crandall Rd,Little Compton,41.55789,-71.12883,,,,,,
10,0,16,1010716,pmpknsd,106.25,78,128,Adamsville Bk/Crandall Rd,Little Compton,41.55789,-71.12883,,,,,,
10,0,16,1010716,rdfnpick,119.8888889,74,194,Adamsville Bk/Crandall Rd,Little Compton,41.55789,-71.12883,,,,,,
10,0,16,1010716,swmpdtr,55,55,55,Adamsville Bk/Crandall Rd,Little Compton,41.55789,-71.12883,,,,,,
10,0,16,1100506,alewife,292,,,Adamsville B./Crandall Road,Little Compton,41.55858,71.12797,,,,,,
10,0,16,1100506,brbull,120,--,--,Adamsville B./Crandall Road,Little Compton,41.55858,71.12797,,,,,,
10,0,16,1100506,brktrt,--,60,200,Adamsville B./Crandall Road,Little Compton,41.55858,71.12797,,,,,,
10,0,16,1100506,eel,--,--,--,Adamsville B./Crandall Road,Little Compton,41.55858,71.12797,,,,,,
10,0,16,1110426,alewife,265,265,265,Adamsville B./Crandall Road,Little Compton,41.55858,71.12797,,,,,,
10,0,16,1110426,brbull,150,150,150,Adamsville B./Crandall Road,Little Compton,41.55858,71.12797,,,,,,
10,0,16,1110426,gldshnr,0,0,0,Adamsville B./Crandall Road,Little Compton,41.55858,71.12797,,,,,,
10,0,16,1110426,pmpknsd,0,0,0,Adamsville B./Crandall Road,Little Compton,41.55858,71.12797,,,,,,
10,0,16,1110426,rnbwtrt,0,0,0,Adamsville B./Crandall Road,Little Compton,41.55858,71.12797,,,,,,
10,0,17,1010719,brktrt,160.8571429,73,240,Shady Bk/Pottersville Rd,Little Compton,41.52428,-71.13444,,,,,,
10,0,17,1010719,eel,212.4210526,92,322,Shady Bk/Pottersville Rd,Little Compton,41.52428,-71.13444,,,,,,
10,0,17,1010719,lmb,83,42,124,Shady Bk/Pottersville Rd,Little Compton,41.52428,-71.13444,,,,,,
10,0,17,1010719,rdfnpick,148,87,167,Shady Bk/Pottersville Rd,Little Compton,41.52428,-71.13444,,,,,,
10,0,18,1010719,eel,0,0,0,Sisson Bk/Pond View Rd,Little Compton,41.49900,-71.14567,,,,,,
10,0,18,1010719,lmb,44,43,45,Sisson Bk/Pond View Rd,Little Compton,41.49900,-71.14567,,,,,,
10,0,18,1010719,pmpknsd,90,90,90,Sisson Bk/Pond View Rd,Little Compton,41.49900,-71.14567,,,,,,
10,0,19,1010724,brktrt,145,16,240,Cold Brook/Amesbury Ln,Little Compton,41.52759,-71.13993,,,,,,
10,0,19,1010724,eel,203.2,96,315,Cold Brook/Amesbury Ln,Little Compton,41.52759,-71.13993,,,,,,
10,0,19,1010724,yperch,60.66666667,59,62,Cold Brook/Amesbury Ln,Little Compton,41.52759,-71.13993,,,,,,
10,0,20,1010816,4spine,37,35,39,Bailey Brook/Kempenaar's Clambake Club,Middletown,41.51092,-71.29323,,,,,,
10,0,20,1010816,chnpick,159.5,146,173,Bailey Brook/Kempenaar's Clambake Club,Middletown,41.51092,-71.29323,,,,,,
10,0,20,1010816,eel,250,145,350,Bailey Brook/Kempenaar's Clambake Club,Middletown,41.51092,-71.29323,,,,,,
10,0,20,1010816,lmb,87.94444444,56,105,Bailey Brook/Kempenaar's Clambake Club,Middletown,41.51092,-71.29323,,,,,,
10,0,20,1010816,pmpknsd,74.125,67,82,Bailey Brook/Kempenaar's Clambake Club,Middletown,41.51092,-71.29323,,,,,,
10,0,20,1010816,rnbwtrt,215,215,215,Bailey Brook/Kempenaar's Clambake Club,Middletown,41.51092,-71.29323,,,,,,
10,0,20,1010816,yperch,67.2,62,80,Bailey Brook/Kempenaar's Clambake Club,Middletown,41.51092,-71.29323,,,,,,
10,0,21,920909,bndkilli,,,,Bailey Brook/St.Lucy's Church/W Main Rd,Middletown,41.52639,-71.29472,,,,,,
10,0,21,920909,brbull,,,,Bailey Brook/St.Lucy's Church/W Main Rd,Middletown,41.52639,-71.29472,,,,,,
10,0,21,920909,eel,,,,Bailey Brook/St.Lucy's Church/W Main Rd,Middletown,41.52639,-71.29472,,,,,,
10,0,21,920909,gldshnr,,,,Bailey Brook/St.Lucy's Church/W Main Rd,Middletown,41.52639,-71.29472,,,,,,
10,0,21,1010827,bndkilli,64.5,51,95,Bailey Brook/St.Lucy's Church/W Main Rd,Middletown,41.52639,-71.29472,,,,,,
10,0,21,1010827,eel,360,360,360,Bailey Brook/St.Lucy's Church/W Main Rd,Middletown,41.52639,-71.29472,,,,,,
10,0,21,1010827,lmb,78,78,78,Bailey Brook/St.Lucy's Church/W Main Rd,Middletown,41.52639,-71.29472,,,,,,
10,0,21,1011005,eel,230,230,230,Bailey Brook/St.Lucy's Church/W Main Rd,Middletown,41.52639,-71.29472,,,,,,
10,0,21,1011005,gldshnr,97.5,84,114,Bailey Brook/St.Lucy's Church/W Main Rd,Middletown,41.52639,-71.29472,,,,,,
10,0,21,1011005,pmpknsd,79,79,79,Bailey Brook/St.Lucy's Church/W Main Rd,Middletown,41.52639,-71.29472,,,,,,
10,0,22,1020604,blgl,154.4285714,84,210,Easton Pond,Newport/Middletown,41.49140,-71.29111,,,,,,
10,0,22,1020604,chnpick,235,235,235,Easton Pond,Newport/Middletown,41.49140,-71.29111,,,,,,
10,0,22,1020604,eel,365.8333333,240,470,Easton Pond,Newport/Middletown,41.49140,-71.29111,,,,,,
10,0,22,1020604,gldshnr,186.6363636,100,210,Easton Pond,Newport/Middletown,41.49140,-71.29111,,,,,,
10,0,22,1020604,lmb,274.2142857,126,520,Easton Pond,Newport/Middletown,41.49140,-71.29111,,,,,,
10,0,22,1020604,pmpknsd,156.9375,117,200,Easton Pond,Newport/Middletown,41.49140,-71.29111,,,,,,
10,0,22,1020604,wperch,175.6,150,262,Easton Pond,Newport/Middletown,41.49140,-71.29111,,,,,,
10,0,22,1020604,yperch,175.0344828,113,265,Easton Pond,Newport/Middletown,41.49140,-71.29111,,,,,,
10,0,23,1020619,gldshnr,22.6,14,50,Lewis farm Pond,New Shoreham,41.15340,-71.60453,,,,,,
10,0,24,1020619,brbull,258.5882353,161,363,Fresh Pond,New Shoreham,41.16072,-71.57890,,,,,,
10,0,24,1020619,lmb,344,344,344,Fresh Pond,New Shoreham,41.16072,-71.57890,,,,,,
10,0,24,1020619,yperch,201.1666667,103,325,Fresh Pond,New Shoreham,41.16072,-71.57890,,,,,,
10,0,25,1020402,3spine,67,67,67,Easton Pond Moat/Memorial Blvd,Newport,41.48848,-71.29307,,,,,,
10,0,25,1020711,4spine,28.08333333,22,42,Easton Pond Moat/Memorial Blvd,Newport,41.48848,-71.29307,,,,,,
10,0,25,1020711,9spine,38,33,42,Easton Pond Moat/Memorial Blvd,Newport,41.48848,-71.29307,,,,,,
10,0,25,1020711,blgl,155,155,155,Easton Pond Moat/Memorial Blvd,Newport,41.48848,-71.29307,,,,,,
10,0,25,1020711,bndkilli,68.5,58,86,Easton Pond Moat/Memorial Blvd,Newport,41.48848,-71.29307,,,,,,
10,0,25,1020711,eel,221.3076923,62,390,Easton Pond Moat/Memorial Blvd,Newport,41.48848,-71.29307,,,,,,
10,0,25,1020711,gldshnr,100,100,100,Easton Pond Moat/Memorial Blvd,Newport,41.48848,-71.29307,,,,,,
10,0,25,1020711,mummi,67.72413793,22,97,Easton Pond Moat/Memorial Blvd,Newport,41.48848,-71.29307,,,,,,
10,0,25,1070425,alewife,270,,,Easton Pond Moat,Newport/Middletown,41.48848,-71.29307,,,,,,
10,0,25,1070425,wperch,,175,200,Easton Pond Moat,Newport/Middletown,41.48848,-71.29307,,,,,,
10,0,25,1070425,yperch,,150,280,Easton Pond Moat,Newport/Middletown,41.48848,-71.29307,,,,,,
10,0,25,1070425,blgl,,150,165,Easton Pond Moat,Newport/Middletown,41.48848,-71.29307,,,,,,
10,0,25,1070425,lmb,254,,,Easton Pond Moat,Newport/Middletown,41.48848,-71.29307,,,,,,
10,0,25,1070425,brbull,305,,,Easton Pond Moat,Newport/Middletown,41.48848,-71.29307,,,,,,
10,0,25,1070425,eel,,60,457,Easton Pond Moat,Newport/Middletown,41.48848,-71.29307,,,,,,
10,0,26,1020719,3spine,27,27,27,Crooked Bk./Strathmore Rd.,Narragansett,41.43911,-71.46514,,,,,,
10,0,26,1020719,eel,174.6666667,118,257,Crooked Bk./Strathmore Rd.,Narragansett,41.43911,-71.46514,,,,,,
10,0,27,1020830,bndkilli,39.68965517,23,69,Mill Pond Bk./Perryville Hatchery/Post Rd.,South Kingstown,41.39609,-71.57002,,,,,,
10,0,27,1020830,brktrt,68.5,65,72,Mill Pond Bk./Perryville Hatchery/Post Rd.,South Kingstown,41.39609,-71.57002,,,,,,
10,0,27,1020830,eel,209.25,153,282,Mill Pond Bk./Perryville Hatchery/Post Rd.,South Kingstown,41.39609,-71.57002,,,,,,
10,0,28,1050531,bndkilli,58.38461538,43,85,Schoolhouse Pond,Charlestown,41.39900,71.66767,,,,,,
10,0,28,1050531,brdlshnr,48.5,47,50,Schoolhouse Pond,Charlestown,41.39900,71.66767,,,,,,
10,0,28,1050531,chnpick,299.5714286,260,372,Schoolhouse Pond,Charlestown,41.39900,71.66767,,,,,,
10,0,28,1050531,eel,262.7857143,129,400,Schoolhouse Pond,Charlestown,41.39900,71.66767,,,,,,
10,0,28,1050531,gldshnr,145.5789474,70,220,Schoolhouse Pond,Charlestown,41.39900,71.66767,,,,,,
10,0,28,1050531,lmb,244.5606061,75,545,Schoolhouse Pond,Charlestown,41.39900,71.66767,,,,,,
10,0,28,1050531,pmpknsd,115.5625,46,180,Schoolhouse Pond,Charlestown,41.39900,71.66767,,,,,,
10,0,28,1050531,yperch,215.875,135,310,Schoolhouse Pond,Charlestown,41.39900,71.66767,,,,,,
10,0,28,1050609,bndkilli,48.33333333,40,53,Schoolhouse Pond,Charlestown,41.39900,71.66767,,,,,,
10,0,28,1050609,bndsnfsh,45,40,50,Schoolhouse Pond,Charlestown,41.39900,71.66767,,,,,,
10,0,28,1050609,brdlshnr,47.1,42,53,Schoolhouse Pond,Charlestown,41.39900,71.66767,,,,,,
10,0,28,1050609,eel,187.5,110,305,Schoolhouse Pond,Charlestown,41.39900,71.66767,,,,,,
10,0,28,1050609,pmpknsd,146.6666667,140,155,Schoolhouse Pond,Charlestown,41.39900,71.66767,,,,,,
10,0,29,1050620,chnpick,310,300,320,Deep Pond,Charlestown,41.39097,71.66253,,,,,,
10,0,29,1050620,eel,256.3157895,170,320,Deep Pond,Charlestown,41.39097,71.66253,,,,,,
10,0,29,1050620,gldshnr,162.5,90,235,Deep Pond,Charlestown,41.39097,71.66253,,,,,,
10,0,29,1050620,lmb,167.0123457,65,344,Deep Pond,Charlestown,41.39097,71.66253,,,,,,
10,0,29,1050620,pmpknsd,154.6333333,82,215,Deep Pond,Charlestown,41.39097,71.66253,,,,,,
10,0,29,1050620,rdfnpick,165,165,165,Deep Pond,Charlestown,41.39097,71.66253,,,,,,
10,0,29,1050620,yperch,254.3,175,295,Deep Pond,Charlestown,41.39097,71.66253,,,,,,
10,0,29,1050624,bndkilli,61.5,50,73,Deep Pond,Charlestown,41.39097,71.66253,,,,,,
10,0,29,1050624,bndsnfsh,65,64,66,Deep Pond,Charlestown,41.39097,71.66253,,,,,,
10,0,29,1050624,brdlshnr,47.5,47,48,Deep Pond,Charlestown,41.39097,71.66253,,,,,,
10,0,29,1050624,eel,observed,,,Deep Pond,Charlestown,41.39097,71.66253,,,,,,
10,0,29,1050624,lmb,observed,,,Deep Pond,Charlestown,41.39097,71.66253,,,,,,
10,0,29,1050624,pmpknsd,observed,,,Deep Pond,Charlestown,41.39097,71.66253,,,,,,
10,0,29,1050624,rdfnpick,156,156,156,Deep Pond,Charlestown,41.39097,71.66253,,,,,,
10,0,29,1050624,swmpdtr,32,32,32,Deep Pond,Charlestown,41.39097,71.66253,,,,,,
10,0,30,1050909,bndsnfsh,64,60,70,Tias Brook/Kings Factory Road,Charlestown,41.38597,71.66585,,,,,,
10,0,30,1050909,pmpknsd,32,32,32,Tias Brook/Kings Factory Road,Charlestown,41.38597,71.66585,,,,,,
10,0,30,1050909,rdfnpick,95.5,65,135,Tias Brook/Kings Factory Road,Charlestown,41.38597,71.66585,,,,,,
10,0,31,1060506,bndkilli,79.76470588,55,107,Almy Pond,Newport,41.46090,71.31294,,,,,,
10,0,31,1060506,brbull,190.65625,147,356,Almy Pond,Newport,41.46090,71.31294,,,,,,
10,0,31,1060506,eel,228.6363636,80,400,Almy Pond,Newport,41.46090,71.31294,,,,,,
10,0,31,1060506,gldshnr,125.2666667,66,180,Almy Pond,Newport,41.46090,71.31294,,,,,,
10,0,32,1060725,blgl,155.1428571,66,195,"Unnamed Pond, Simmons Mill Pond Management Area",Little Compton,41.53658,71.14423,,,,,,
10,0,32,1060725,brbull,355,355,355,"Unnamed Pond, Simmons Mill Pond Management Area",Little Compton,41.53658,71.14423,,,,,,
